log level: INFO
Words to send: 2689
connecting...
will reset reader state on connect
will start inventory on connect
using antennas: (1,)
Read EPC: 133703026f40df, 4
Read EPC: 133703026f40df, 4
Read EPC: 133703026f40df, 4
Read EPC: 133703026f40df, 4
Read EPC: 133703026f40df, 4
Read EPC: 133703026f40df, 4
Read EPC: 133703026f40df, 0
Read EPC: 133703026f40df, 4
Read EPC: 133703026f42a8, 4
Next block: 03026f44e5(1195/2689) --- Time elapsed: 309.325 secs
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 3
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 0
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f42a8, 4
Read EPC: 133703026f44e5, 4
Next block: 03026f46bc(1196/2689) --- Time elapsed: 309.605 secs
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 2
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 3
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f44e5, 4
Read EPC: 133703026f46bc, 1
Next block: 03026f48eb(1197/2689) --- Time elapsed: 309.855 secs
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f46bc, 4
Read EPC: 133703026f48eb, 4
Next block: 03026f4acd(1198/2689) --- Time elapsed: 310.116 secs
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f48eb, 4
Read EPC: 133703026f4acd, 4
Next block: 03026f4cc3(1199/2689) --- Time elapsed: 310.366 secs
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4acd, 4
Read EPC: 133703026f4cc3, 4
Next block: 03026f4ef2(1200/2689) --- Time elapsed: 310.625 secs
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4cc3, 2
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4cc3, 1
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4cc3, 3
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4cc3, 4
Read EPC: 133703026f4ef2, 4
Next block: 03026f5041(1201/2689) --- Time elapsed: 310.876 secs
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 1
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f4ef2, 4
Read EPC: 133703026f5041, 4
Next block: 03026f5286(1202/2689) --- Time elapsed: 311.135 secs
Read EPC: 133703026f5041, 1
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5041, 4
Read EPC: 133703026f5286, 4
Next block: 03026f5442(1203/2689) --- Time elapsed: 311.395 secs
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 3
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5286, 4
Read EPC: 133703026f5442, 4
Next block: 03026f5612(1204/2689) --- Time elapsed: 311.675 secs
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5442, 4
Read EPC: 133703026f5612, 4
Next block: 03026f5849(1205/2689) --- Time elapsed: 311.925 secs
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 3
Read EPC: 133703026f5612, 0
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5612, 3
Read EPC: 133703026f5612, 0
Read EPC: 133703026f5612, 4
Read EPC: 133703026f5849, 4
Next block: 03026f5a92(1206/2689) --- Time elapsed: 312.198 secs
Read EPC: 133703026f5849, 4
Read EPC: 133703026f5849, 4
Read EPC: 133703026f5849, 4
Read EPC: 133703026f5849, 4
Read EPC: 133703026f5849, 4
Read EPC: 133703026f5849, 3
Read EPC: 133703026f5849, 4
Read EPC: 133703026f5849, 1
Read EPC: 133703026f5849, 4
Read EPC: 133703026f5a92, 4
Next block: 03026f5c4a(1207/2689) --- Time elapsed: 312.435 secs
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5a92, 4
Read EPC: 133703026f5c4a, 4
Next block: 03026f5e16(1208/2689) --- Time elapsed: 312.716 secs
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 3
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5c4a, 1
Read EPC: 133703026f5c4a, 4
Read EPC: 133703026f5e16, 4
Next block: 03026f6051(1209/2689) --- Time elapsed: 312.966 secs
Read EPC: 133703026f5e16, 0
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 3
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f5e16, 4
Read EPC: 133703026f6051, 4
Next block: 03026f629e(1210/2689) --- Time elapsed: 313.225 secs
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 3
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f6051, 4
Read EPC: 133703026f629e, 4
Next block: 03026f6452(1211/2689) --- Time elapsed: 313.476 secs
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f629e, 4
Read EPC: 133703026f6452, 4
Next block: 03026f661a(1212/2689) --- Time elapsed: 313.735 secs
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 1
Read EPC: 133703026f6452, 2
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f6452, 4
Read EPC: 133703026f661a, 4
Next block: 03026f6859(1213/2689) --- Time elapsed: 313.986 secs
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 1
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f661a, 4
Read EPC: 133703026f6859, 4
Next block: 03026f6aaa(1214/2689) --- Time elapsed: 314.245 secs
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 2
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6859, 4
Read EPC: 133703026f6aaa, 4
Next block: 03026f6c5a(1215/2689) --- Time elapsed: 314.495 secs
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6aaa, 4
Read EPC: 133703026f6c5a, 4
Next block: 03026f6e1e(1216/2689) --- Time elapsed: 314.755 secs
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 2
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6c5a, 4
Read EPC: 133703026f6e1e, 4
Next block: 03026f7038(1217/2689) --- Time elapsed: 315.006 secs
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 1
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f6e1e, 0
Read EPC: 133703026f6e1e, 4
Read EPC: 133703026f7038, 0
Next block: 03026f72b5(1218/2689) --- Time elapsed: 315.265 secs
Read EPC: 133703026f7038, 4
Read EPC: 133703026f7038, 2
Read EPC: 133703026f7038, 4
Read EPC: 133703026f7038, 4
Read EPC: 133703026f7038, 4
Read EPC: 133703026f7038, 3
Read EPC: 133703026f7038, 4
Read EPC: 133703026f7038, 4
Read EPC: 133703026f7038, 4
Read EPC: 133703026f7038, 4
Read EPC: 133703026f72b5, 4
Next block: 03026f7400(1219/2689) --- Time elapsed: 315.525 secs
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 0
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f72b5, 2
Read EPC: 133703026f72b5, 4
Read EPC: 133703026f7400, 4
Next block: 03026f7611(1220/2689) --- Time elapsed: 315.815 secs
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 2
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7400, 4
Read EPC: 133703026f7611, 4
Next block: 03026f788b(1221/2689) --- Time elapsed: 316.066 secs
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 4
Read EPC: 133703026f7611, 1
Read EPC: 133703026f7611, 4
Read EPC: 133703026f788b, 4
Next block: 03026f7ad6(1222/2689) --- Time elapsed: 316.335 secs
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 0
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f788b, 4
Read EPC: 133703026f7ad6, 4
Next block: 03026f7c8e(1223/2689) --- Time elapsed: 316.585 secs
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 2
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 1
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7ad6, 4
Read EPC: 133703026f7c8e, 4
Next block: 03026f7ed7(1224/2689) --- Time elapsed: 316.855 secs
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 1
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7c8e, 4
Read EPC: 133703026f7ed7, 4
Next block: 03026f80b0(1225/2689) --- Time elapsed: 317.106 secs
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f7ed7, 1
Read EPC: 133703026f7ed7, 4
Read EPC: 133703026f80b0, 4
Next block: 03026f82b4(1226/2689) --- Time elapsed: 317.381 secs
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 1
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f80b0, 4
Read EPC: 133703026f82b4, 4
Next block: 03026f84b4(1227/2689) --- Time elapsed: 317.626 secs
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f82b4, 4
Read EPC: 133703026f84b4, 4
Next block: 03026f86b8(1228/2689) --- Time elapsed: 317.905 secs
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 0
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f84b4, 0
Read EPC: 133703026f84b4, 4
Read EPC: 133703026f86b8, 4
Next block: 03026f889a(1229/2689) --- Time elapsed: 318.155 secs
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f86b8, 4
Read EPC: 133703026f889a, 4
Next block: 03026f8a5f(1230/2689) --- Time elapsed: 318.427 secs
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f889a, 4
Read EPC: 133703026f8a5f, 4
Next block: 03026f8c6c(1231/2689) --- Time elapsed: 318.675 secs
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 0
Read EPC: 133703026f8a5f, 3
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8a5f, 4
Read EPC: 133703026f8c6c, 4
Next block: 03026f8ed1(1232/2689) --- Time elapsed: 318.945 secs
Read EPC: 133703026f8c6c, 1
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8c6c, 1
Read EPC: 133703026f8c6c, 4
Read EPC: 133703026f8ed1, 4
Next block: 03026f90a9(1233/2689) --- Time elapsed: 319.195 secs
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 2
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f8ed1, 4
Read EPC: 133703026f90a9, 4
Next block: 03026f9285(1234/2689) --- Time elapsed: 319.456 secs
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 0
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f90a9, 4
Read EPC: 133703026f9285, 4
Next block: 03026f9424(1235/2689) --- Time elapsed: 319.716 secs
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9285, 4
Read EPC: 133703026f9424, 1
Next block: 03026f9656(1236/2689) --- Time elapsed: 319.995 secs
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 0
Read EPC: 133703026f9424, 1
Read EPC: 133703026f9424, 3
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9424, 4
Read EPC: 133703026f9656, 4
Next block: 03026f980c(1237/2689) --- Time elapsed: 320.245 secs
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 2
Read EPC: 133703026f9656, 4
Read EPC: 133703026f9656, 4
Read EPC: 133703026f980c, 4
Next block: 03026f9a80(1238/2689) --- Time elapsed: 320.526 secs
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f980c, 4
Read EPC: 133703026f9a80, 4
Next block: 03026f9c5c(1239/2689) --- Time elapsed: 320.776 secs
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9a80, 4
Read EPC: 133703026f9c5c, 4
Next block: 03026f9e12(1240/2689) --- Time elapsed: 321.046 secs
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 1
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 3
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9c5c, 1
Read EPC: 133703026f9c5c, 3
Read EPC: 133703026f9c5c, 4
Read EPC: 133703026f9e12, 4
Next block: 03026fa086(1241/2689) --- Time elapsed: 321.296 secs
Read EPC: 133703026f9e12, 4
Read EPC: 133703026f9e12, 4
Read EPC: 133703026f9e12, 4
